hora,nova_cabeceira,antiga_cabeceira,aero
1680366973000,15,26,CT
1680383479000,15,33,KP
1680444607000,20L,02R,RJ
1680367221000,15,26,CT
1680445221000,21,14,FL
1680446302000,14,21,FL
1680446351000,14,21,FL
1680447041000,14,07,FL
1680447304000,15,33,KP
1680447352000,02R,20L,RJ
1680447593000,15,18,KP
1680447633000,14,07,FL
1680448201000,17R,34,SP
1680385574000,21,14,FL
1680385719000,15,33,KP
1680385889000,14,21,FL
1680385997000,29R,11R,BR
1680386093000,15,17,KP
1680388816000,17,10,SV
1680389076000,10,17,SV
1680395211000,02R,20L,RJ
1680396331000,17R,30,SP
1680396894000,17R,12,SP
1680399414000,20L,02R,RJ
1680405911000,17,10,SV
1680406921000,10,17,SV
1680407175000,32,14,FL
1680448220000,17,10,SV
1680448415000,17R,34,SP
1680448767000,10,17,SV
1680367347000,21,14,FL
1680367486000,17,10,SV
1680367596000,10,17,SV
1680368100000,14,21,FL
1680449642000,11,29,PA
1680368100000,11R,21,BR
1680368287000,29,30,PA
1680369151000,16,07,CF
1680451375000,17R,15,SP
1680451885000,17,10,SV
1680463515000,15,08,CT
1680463955000,15,26,GL
1680369933000,15,21,GL
1680465465000,17,10,SV
1680465667000,10,17,SV
1680466010000,17,10,SV
1680466199000,10,17,SV
1680452114000,29R,06L,BR
1680452360000,10,17,SV
1680452792000,15,33,CT
1680452927000,17,10,SV
1680452960000,20L,02R,RJ
1680452972000,20L,17R,RJ
1680466774000,15,08,CT
1680466862000,17,10,SV
1680453152000,10,17,SV
1680370925000,17,10,SV
1680454169000,17,10,SV
1680467553000,10,17,SV
1680371154000,10,17,SV
1680469075000,17,10,SV
1680454405000,15,13,KP
1680454435000,10,17,SV
1680371325000,17,10,SV
1680455331000,33,21,KP
1680455820000,11,15,CT
1680469630000,10,17,SV
1680371456000,10,17,SV
1680519171000,17R,15,SP
1680472576000,11R,29R,BR
1680474999000,17,10,SV
1680476372000,17R,30,SP
1680456680000,20L,08,RJ
1680457349000,17,10,SV
1680457367000,33,15,KP
1680457636000,15,11,CT
1680457649000,14,15,FL
1680457734000,15,10R,GL
1680457951000,10R,15,GR
1680457967000,15,33,KP
1680477006000,10,17,SV
1680478118000,02R,20L,RJ
1680520724000,10,13,SV
1680480743000,17,10,SV
1680481930000,29L,11R,BR
1680483371000,20L,02R,RJ
1680483544000,10,17,SV
1680483665000,02R,20L,RJ
1680484772000,11R,29L,BR
1680458671000,15,18,KP
1680458726000,15,33,KP
1680458990000,11R,29L,BR
1680459224000,16,13,CF
1680460521000,14,07,FL
1680521119000,15,08,GL
1680461331000,10,17,SV
1680502351000,32,14,FL
1680508505000,15,21,GL
1680462097000,29R,11L,BR
1680462171000,16,13,CF
1680523304000,17,10,SV
1680513528000,11R,06,BR
1680513956000,10,17,SV
1680514436000,10,07,SV
1680514629000,18,15,RF
1680517560000,17R,30,SP
1680517785000,15,08,GL
1680518520000,15,21,GL
1680523755000,15,08,GL
1680533328000,17,10,SV
1680524604000,10,17,SV
1680533726000,10,17,SV
1680533729000,18,12,RF
1680534142000,17,10,SV
1680525349000,32,25,FL
1680534691000,10,17,SV
1680535214000,20L,02R,RJ
1680546704000,33,36,CT
1680547521000,17,10,SV
1680547707000,10,17,SV
1680535815000,16,13,CF
1680535850000,17,10,SV
1680548566000,15,21,GL
1680526432000,17,10,SV
1680548728000,17,10,SV
1680548866000,10,17,SV
1680549498000,11R,29L,BR
1680536334000,10,17,SV
1680537040000,17,10,SV
1680537167000,15,08,GL
1680537244000,33,08,CT
1680537301000,35,17,SV
1680537725000,10,35,SV
1680537881000,17,10,SV
1680550075000,17,10,SV
1680550226000,10,17,SV
1680550446000,32,05,FL
1680537994000,10,17,SV
1680538226000,33,15,CT
1680538373000,17,10,SV
1680538420000,21,32,FL
1680538503000,10,17,SV
1680526588000,10,17,SV
1680538563000,32,21,FL
1680526874000,17,10,SV
1680539059000,17,10,SV
1680551587000,15,33,CT
1680551599000,15,33,KP
1680539217000,10,17,SV
1680527084000,32,25,FL
1680553087000,17,10,SV
1680539901000,17,10,SV
1680540015000,10,17,SV
1680527801000,10,17,SV
1680553647000,10,17,SV
1680555341000,17,10,SV
1680528341000,33,15,CT
1680556329000,15,21,GL
1680556783000,17R,12,SP
1680542654000,33,08,CT
1680542666000,17,10,SV
1680529003000,17,10,SV
1680543289000,10,17,SV
1680543507000,29L,11R,BR
1680543651000,29,33,CT
1680543888000,17,10,SV
1680544266000,33,15,KP
1680544580000,33,08,CT
1680545199000,33,08,CT
1680545492000,33,29,CT
1680545501000,17R,20L,SP
1680545502000,32,05,FL
1680546091000,20L,17R,RJ
1680546423000,10,17,SV
1680546447000,33,08,CT
1680557377000,10,17,SV
1680557538000,15,21,GL
1680557623000,15,08,GL
1680557966000,02R,20L,RJ
1680558130000,20L,02R,RJ
1680559082000,17,10,SV
1680560261000,10,17,SV
1680560938000,17,10,SV
1680561518000,17R,14,SP
1680562246000,10,17,SV
1680565145000,32,07,FL
1680573066000,17R,30,SP
1680529221000,10,17,SV
1680529575000,15,18,KP
1680530906000,17,10,SV
1680531433000,17R,12,SP
1680616501000,15,10,GL
1680579616000,35,10,SV
1680582288000,10,35,SV
1680599674000,02R,20L,RJ
1680616930000,32,05,FL
1680532159000,10,17,SV
1680617358000,17,28,SV
1680605942000,17,10,SV
1680606283000,15,08,GL
1680606290000,15,23,GL
1680606879000,10,17,SV
1680606926000,15,16,KP
1680606984000,29,11,PA
1680618136000,28,17,SV
1680628097000,15,26,GL
1680607662000,02R,03,RJ
1680608657000,33,15,CT
1680608803000,17,10,SV
1680628121000,28,13,SV
1680628217000,11,30,PA
1680628232000,15,06,GL
1680620577000,33,26,CT
1680628277000,17,28,SV
1680628505000,28,17,SV
1680628536000,16,13,CF
1680621269000,17,28,SV
1680611271000,28,17,SV
1680628646000,17,28,SV
1680612033000,15,02R,GL
1680621410000,11L,09,BR
1680621672000,28,17,SV
1680621711000,35,28,SV
1680612304000,02R,15,RJ
1680630300000,15,20L,GL
1680613012000,15,08,GL
1680622240000,11,29,PA
1680622630000,28,13,SV
1680623020000,15,03,GL
1680623663000,15,09,GL
1680623699000,28,13,SV
1680623950000,33,15,CT
1680624068000,15,33,KP
1680624515000,28L,10R,GR
1680614326000,15,14,KP
1680630685000,20L,15,RJ
1680624942000,33,15,KP
1680630956000,20L,21,RJ
1680615557000,15,18,KP
1680615759000,15,07,KP
1680631648000,15,33,CT
1680615785000,35L,17R,SP
1680626574000,17,28,SV
1680626731000,28,17,SV
1680616466000,20L,02R,RJ
1680631737000,28,17,SV
1680631848000,15,20L,GL
1680631911000,20L,15,RJ
1680632065000,15,36,CT
1680632869000,18,12,RF
1680639380000,17,10,SV
1680633316000,17L,35L,SP
1680639584000,11R,06L,BR
1680690862000,15,21,GL
1680690945000,11L,34,BR
1680691080000,14,25,FL
1680691412000,15,17,KP
1680640650000,15,12,KP
1680640729000,15,30,KP
1680633425000,10,28,SV
1680640795000,10,17,SV
1680692214000,15,21,GL
1680633504000,33,15,KP
1680692754000,17,10,SV
1680641899000,17R,12,SP
1680633706000,17,10,SV
1680642075000,15,21,GL
1680693043000,15,24,KP
1680693460000,10,17,SV
1680693464000,15,21,GL
1680642444000,20L,21,RJ
1680642650000,18,31,RF
1680634109000,15,33,CT
1680693886000,16,14,CF
1680643320000,17,10,SV
1680643493000,10,17,SV
1680634125000,10,17,SV
1680694449000,15,21,GL
1680694756000,15,12,KP
1680634584000,15,36,CT
1680695292000,17L,05,SP
1680644535000,10R,28L,GR
1680644827000,17,10,SV
1680634743000,16,13,CF
1680634763000,17,10,SV
1680635553000,10,17,SV
1680646994000,10,17,SV
1680647143000,15,18,CT
1680696218000,32,14,FL
1680696261000,17,10,SV
1680696420000,15,21,GL
1680696433000,15,21,GL
1680696641000,10,17,SV
1680636706000,21,32,FL
1680698712000,17,10,SV
1680649406000,14,32,FL
1680650307000,17,10,SV
1680650792000,10,17,SV
1680652274000,17,10,SV
1680652761000,02R,20L,RJ
1680653546000,10,17,SV
1680698969000,10,17,SV
1680636987000,17,10,SV
1680699705000,15,17,KP
1680663117000,10,06,SV
1680637635000,10,17,SV
1680672191000,17,10,SV
1680681415000,10,17,SV
1680700459000,02R,13,RJ
1680700547000,17,10,SV
1680700586000,15,02L,GL
1680700595000,15,16,KP
1680700703000,02R,15,RJ
1680700948000,10,17,SV
1680701025000,14,32,FL
1680701111000,15,33,KP
1680684427000,15,10R,CT
1680684461000,10R,15,GR
1680686528000,14,25,FL
1680687141000,11R,02R,BR
1680687575000,02R,11R,RJ
1680687658000,18,15,RF
1680688119000,15,24,KP
1680688488000,32,14,FL
1680688681000,15,12,KP
1680689211000,15,21,GL
1680689483000,17R,11,SP
1680689856000,11,17R,PA
1680703042000,14,07,FL
1680703055000,11L,06L,BR
1680701887000,02R,20L,RJ
1680702022000,14,23,FL
1680702082000,17R,12,SP
1680702925000,17,10,SV
1680703392000,02R,21,RJ
1680703854000,10,17,SV
1680638168000,15,03,GL
1680638269000,17,10,SV
1680704348000,15,21,GL
1680714945000,17,10,SV
1680715157000,10,17,SV
1680715232000,17,10,SV
1680638336000,15,33,KP
1680638351000,15,16,GL
1680715435000,10,17,SV
1680705140000,20L,08,RJ
1680715780000,15,21,GL
1680638765000,32,21,FL
1680715815000,17R,12,SP
1680715865000,17,10,SV
1680715898000,15,08,CT
1680706228000,11R,32,BR
1680706632000,17,10,SV
1680706771000,10,17,SV
1680716632000,11,15,CT
1680717137000,15,08,CT
1680638966000,10,17,SV
1680707010000,15,21,GL
1680717392000,15,21,GL
1680707308000,14,23,FL
1680726894000,15,21,KP
1680708188000,17,10,SV
1680727056000,18,15,RF
1680718457000,10,17,SV
1680727148000,15,21,GL
1680718565000,15,26,CT
1680709033000,10,17,SV
1680727516000,29L,11R,BR
1680709730000,17,10,SV
1680719296000,15,18,KP
1680727879000,20L,24,RJ
1680710409000,10,17,SV
1680727920000,10,17,SV
1680720128000,10,17,SV
1680720409000,15,18,KP
1680711463000,15,21,GL
1680711468000,15,08,GL
1680728509000,15,18,CT
1680711813000,15,08,CT
1680711982000,15,08,GL
1680720755000,11R,06L,BR
1680720970000,15,11,CT
1680729113000,17,10,SV
1680721380000,17,10,SV
1680721575000,10,17,SV
1680712347000,15,13,KP
1680712559000,17R,33,SP
1680712691000,21,14,FL
1680729352000,21,14,FL
1680713363000,14,21,FL
1680722586000,15,34,KP
1680731096000,10,17,SV
1680723469000,17,10,SV
1680713912000,15,08,CT
1680714007000,10,11,SV
1680714076000,15,21,GL
1680723868000,10,17,SV
1680731362000,10L,15,GR
1680732156000,14,21,FL
1680732381000,17,10,SV
1680732591000,10,17,SV
1680733834000,11R,29L,BR
1680725615000,17,10,SV
1680725669000,15,21,KP
1680725969000,20L,21,RJ
1680736582000,17,10,SV
1680739084000,10,17,SV
1680742388000,16,13,CF
1680745744000,17,10,SV
1680790575000,14,25,FL
1680747115000,10,17,SV
1680790959000,10,17,SV
1680790985000,15,12,KP
1680783642000,17,10,SV
1680784155000,10,17,SV
1680772015000,02R,20L,RJ
1680785051000,11L,21,BR
1680785197000,17,10,SV
1680785331000,15,11L,KP
1680791475000,14,21,FL
1680791757000,17L,04,SP
1680775884000,15,21,GL
1680793228000,17,10,SV
1680793753000,14,11,FL
1680785691000,10,17,SV
1680786249000,17,10,SV
1680793844000,10,17,SV
1680776478000,02R,21,RJ
1680794064000,10R,02C,GR
1680794523000,17,10,SV
1680786424000,10,17,SV
1680776777000,20L,02R,RJ
1680777052000,02R,20L,RJ
1680787106000,20L,02R,RJ
1680779628000,15,26,GL
1680787432000,11,21,PA
1680788031000,17,10,SV
1680795221000,10,17,SV
1680795259000,17,10,SV
1680795498000,15,17,KP
1680795507000,35,17,SV
1680795784000,17,35,SV
1680796078000,20L,23,RJ
1680796178000,11,13,PA
1680796185000,10,17,SV
1680779954000,15,21,GL
1680796736000,15,12,KP
1680779992000,17,10,SV
1680797055000,20R,21,RJ
1680789281000,15,26,GL
1680789353000,15,18,CT
1680789415000,10,17,SV
1680780087000,10,17,SV
1680798289000,15,21,GL
1680780564000,15,02R,GL
1680789740000,17,10,SV
1680812240000,15,08,GL
1680790327000,21,14,FL
1680800514000,16,13,CF
1680812381000,17,10,SV
1680800872000,17,10,SV
1680800892000,10,17,SV
1680800986000,17,10,SV
1680812488000,15,30,KP
1680801148000,10,17,SV
1680813068000,10,17,SV
1680802060000,17,10,SV
1680862562000,14,32,FL
1680803117000,21,14,FL
1680813189000,11L,21,BR
1680863415000,17R,12,SP
1680813369000,17,10,SV
1680803720000,14,21,FL
1680863999000,15,08,GL
1680813691000,11L,21,BR
1680804391000,21,14,FL
1680805307000,15,02C,KP
1680805521000,14,21,FL
1680865504000,15,09,GL
1680869059000,17,10,SV
1680869339000,10,17,SV
1680814640000,10,17,SV
1680806721000,10,17,SV
1680807373000,11R,14,BR
1680807385000,17,10,SV
1680807587000,10,17,SV
1680873431000,17,10,SV
1680873435000,20L,02R,RJ
1680814759000,11,13,PA
1680873658000,10,17,SV
1680873851000,35L,17R,SP
1680807735000,15,13,KP
1680807925000,17,10,SV
1680808159000,10,17,SV
1680808283000,15,12,KP
1680815340000,11L,06,BR
1680808609000,17,10,SV
1680874676000,02R,20L,RJ
1680874965000,20L,02R,RJ
1680875080000,17,10,SV
1680808768000,10,17,SV
1680808943000,21,14,FL
1680875606000,10,17,SV
1680815636000,17,10,SV
1680876350000,17,10,SV
1680809165000,14,21,FL
1680876634000,10,17,SV
1680816261000,10,17,SV
1680877416000,17,10,SV
1680816936000,17,10,SV
1680878164000,10,17,SV
1680878856000,29L,11R,BR
1680811563000,10R,30,GR
1680817274000,10,17,SV
1680818238000,17,10,SV
1680880474000,17,10,SV
1680880861000,10,17,SV
1680881024000,11L,29L,BR
1680818795000,15,21,GL
1680820008000,10,17,SV
1680883192000,17,10,SV
1680883463000,10,17,SV
1680820082000,15,12,KP
1680822537000,11,06,PA
1680885240000,17,10,SV
1680885513000,11,29,PA
1680823671000,17,10,SV
1680825188000,32,14,FL
1680886588000,10,17,SV
1680827743000,10,17,SV
1680887116000,17,10,SV
1680955197000,10,17,SV
1680827929000,29L,11L,BR
1680830835000,14,32,FL
1680831750000,02R,20L,RJ
1680888557000,10,17,SV
1680835517000,15,18,KP
1680889475000,21,14,FL
1680836750000,14,15,FL
1680889720000,17,10,SV
1680889731000,14,25,FL
1680962102000,17,10,SV
1680962280000,15,33,KP
1680962322000,10,17,SV
1680838181000,15,14,CT
1680962605000,15,05,KP
1680962730000,34,16,CF
1680890787000,20L,21,RJ
1680846718000,11L,29R,BR
1680891406000,10,17,SV
1680963851000,11R,30,BR
1680894582000,17R,35L,SP
1680854337000,32,14,FL
1680895439000,34,16,CF
1680967928000,34,31,CF
1680858222000,15,18,KP
1680968018000,17,10,SV
1680897536000,17,10,SV
1680969181000,34,13,CF
1680897965000,10,17,SV
1680983972000,32,14,FL
1680901513000,17,10,SV
1680903711000,16,34,CF
1680905128000,10,17,SV
1680969905000,11,15,CT
1680970289000,10,17,SV
1680970534000,32,14,FL
1680970713000,15,18,KP
1680971009000,15,17,KP
1680971181000,17,10,SV
1680971261000,15,11,CT
1680972360000,10,17,SV
1680915364000,17,10,SV
1680915531000,10,17,SV
1680918265000,02R,20L,RJ
1680932413000,32,14,FL
1680974392000,17,10,SV
1680945738000,20L,02R,RJ
1680975227000,10,17,SV
1680989351000,17,10,SV
1680975616000,17,10,SV
1680949222000,17,10,SV
1680951834000,14,32,FL
1680990101000,10,17,SV
1680979089000,16,34,CF
1680980573000,10,17,SV
1680980767000,29R,11L,BR
1680992069000,17R,12,SP
1680983065000,17R,12,SP
1680994414000,17,10,SV
1680994764000,10,17,SV
1680983744000,14,32,FL
1681001904000,17,10,SV
1681051624000,10,17,SV
1681004975000,10,17,SV
1681063527000,29L,11R,BR
1681063890000,16,13,CF
1681063950000,18,15,RF
1681064054000,16,13,CF
1681007955000,14,32,FL
1681010496000,32,14,FL
1681013762000,17,10,SV
1681053175000,18,36,RF
1681053223000,02R,21,RJ
1681015345000,10,17,SV
1681066057000,10,24,SV
1681037772000,11R,29L,BR
1681066844000,17,10,SV
1681066995000,10,17,SV
1681067100000,17,10,SV
1681067260000,10,17,SV
1681038227000,17,10,SV
1681038953000,02R,20L,RJ
1681039658000,10,17,SV
1681068735000,32,14,FL
1681068928000,17,10,SV
1681056087000,14,07,FL
1681056167000,17,10,SV
1681039853000,17R,16,SP
1681056724000,10,17,SV
1681040472000,11,13,PA
1681057452000,17R,16,SP
1681040678000,16,14,CF
1681057706000,15,33,KP
1681070854000,10,17,SV
1681070947000,17,10,SV
1681057944000,14,25,FL
1681071017000,11,15,CT
1681058185000,20L,02R,RJ
1681071080000,10,17,SV
1681071089000,15,11,CT
1681041646000,36,18,RF
1681058985000,11,17,PA
1681059399000,17,10,SV
1681059567000,10,17,SV
1681059607000,11,30,PA
1681060403000,11,23,PA
1681060495000,17,10,SV
1681061453000,10,17,SV
1681061576000,11,17,PA
1681072642000,17,10,SV
1681073128000,20L,21,RJ
1681073943000,32,29,FL
1681074243000,10,17,SV
1681074310000,11R,29L,BR
1681074994000,17,10,SV
1681075115000,17R,16,SP
1681075813000,10,17,SV
1681083803000,17,10,SV
1681085006000,14,32,FL
1681085219000,10,17,SV
1681043402000,15,16,KP
1681089524000,32,14,FL
1681090034000,02R,20L,RJ
1681090075000,15,13,KP
1681044598000,15,10R,GL
1681096746000,17,10,SV
1681097063000,10,17,SV
1681099960000,17,10,SV
1681100521000,10,17,SV
1681044627000,10R,15,GR
1681118783000,15,21,GL
1681044737000,33,15,GL
1681120004000,17,10,SV
1681045179000,16,15,CF
1681121548000,02R,21,RJ
1681122799000,15,21,GL
1681045430000,33,10R,GL
1681123397000,15,08,GL
1681123404000,15,21,GL
1681045628000,17,10,SV
1681124390000,29,11,PA
1681045690000,10R,33,GR
1681046321000,10,17,SV
1681125384000,15,16,KP
1681135657000,18,12,RF
1681135794000,15,08,CT
1681125644000,10,17,SV
1681046603000,15,33,GL
1681049117000,17,10,SV
1681126193000,02R,21,RJ
1681126848000,17,10,SV
1681136787000,17,10,SV
1681137682000,10,17,SV
1681137688000,32,05,FL
1681137718000,20L,02R,RJ
1681128996000,10,17,SV
1681049328000,10,17,SV
1681139969000,20L,02R,RJ
1681129512000,17,10,SV
1681140054000,17,10,SV
1681049965000,17,10,SV
1681140589000,10,17,SV
1681130887000,10,17,SV
1681148505000,16,12,CF
1681131725000,17,10,SV
1681132011000,10,17,SV
1681141785000,15,07,CT
1681142133000,29,06,PA
1681142690000,15,08,GL
1681142943000,15,16,KP
1681143034000,16,15,CF
1681143499000,20L,23,RJ
1681132029000,17,10,SV
1681149420000,16,12,CF
1681132971000,10,17,SV
1681143672000,17,10,SV
1681143992000,10,17,SV
1681144150000,20L,21,RJ
1681144261000,32,07,FL
1681144466000,11,15,CT
1681151097000,18,12,RF
1681145009000,15,11,CT
1681145126000,17,10,SV
1681145272000,16,13,CF
1681145289000,10,17,SV
1681146373000,17,10,SV
1681146526000,10,17,SV
1681151962000,17,10,SV
1681146873000,17,10,SV
1681147019000,10,17,SV
1681167601000,10,17,SV
1681168030000,29L,11R,BR
1681169114000,11,20L,PA
1681169212000,20L,11,RJ
1681147489000,20L,33,RJ
1681152188000,32,07,FL
1681147500000,32,07,FL
1681147819000,32,07,FL
1681148185000,32,07,FL
1681172356000,17,10,SV
1681173007000,10,17,SV
1681173123000,11R,29L,BR
1681173287000,32,07,FL
1681148275000,17R,14,SP
1681152507000,03,32,FL
1681152625000,32,03,FL
1681152729000,29,15,CT
1681152862000,15,21,GL
1681217412000,32,25,FL
1681204484000,02R,20L,RJ
1681206007000,16,20,CF
1681152876000,15,29,CT
1681153274000,10,17,SV
1681153735000,15,12,KP
1681209468000,15,08,GL
1681209577000,15,03,GL
1681218438000,02R,21,RJ
1681218623000,17,10,SV
1681154518000,17,10,SV
1681218853000,10,17,SV
1681218895000,15,26,CT
1681210421000,15,03,GL
1681219160000,18,12,RF
1681155116000,10,17,SV
1681219204000,17,10,SV
1681220104000,10,17,SV
1681211887000,02R,11R,RJ
1681211934000,02R,03,RJ
1681156009000,17,10,SV
1681212294000,11L,02R,BR
1681212709000,17,10,SV
1681220707000,17,10,SV
1681221345000,10,17,SV
1681221947000,15,04,CT
1681156868000,10,17,SV
1681223327000,17,10,SV
1681214605000,11,15,CT
1681214803000,03,32,FL
1681157522000,32,05,FL
1681215093000,15,11,CT
1681215447000,10,17,SV
1681157814000,17,10,SV
1681224739000,10,17,SV
1681158200000,10,17,SV
1681225017000,17,10,SV
1681225390000,10,17,SV
1681225425000,15,13,KP
1681216373000,02R,03,RJ
1681216505000,29,11,PA
1681225609000,20L,02R,RJ
1681158461000,11R,17R,BR
1681158716000,15,25,KP
1681158879000,17R,11R,SP
1681159783000,17,10,SV
1681159899000,11,29,PA
1681227797000,15,21,GL
1681160546000,11,32,PA
1681230547000,16,13,CF
1681228299000,20L,21,RJ
1681228394000,20L,13,RJ
1681231599000,18,16,RF
1681232321000,17,10,SV
1681232339000,15,08,GL
1681232703000,10,17,SV
1681232847000,29,12,PA
1681160557000,17,10,SV
1681160625000,15,21,GL
1681244488000,03,32,FL
1681161734000,10,17,SV
1681244718000,10,17,SV
1681245019000,32,03,FL
1681234359000,32,07,FL
1681163836000,32,07,FL
1681235785000,17,10,SV
1681246874000,21,32,FL
1681164528000,20R,21,RJ
1681246984000,17,10,SV
1681247088000,32,21,FL
1681247094000,15,21,GL
1681236591000,18,12,RF
1681247147000,10,17,SV
1681165709000,17,10,SV
1681247353000,03,32,FL
1681247603000,32,03,FL
1681236925000,10,17,SV
1681237380000,03,32,FL
1681237493000,29,31,PA
1681238302000,32,03,FL
1681248660000,17,10,SV
1681298917000,16,12,CF
1681248892000,10,17,SV
1681249071000,15,08,GL
1681249212000,17,10,SV
1681249421000,10,17,SV
1681239021000,15,08,CT
1681239569000,17,10,SV
1681239782000,10,17,SV
1681250259000,11L,10,BR
1681300328000,03,32,FL
1681252078000,17,10,SV
1681252230000,11,29,PA
1681252324000,10,17,SV
1681252554000,15,16,GL
1681254942000,17,10,SV
1681242217000,32,15,FL
1681242756000,17,10,SV
1681258432000,10,17,SV
1681300352000,32,03,FL
1681301785000,21,11,FL
1681261279000,16,04,CF
1681264145000,17,10,SV
1681264747000,10,17,SV
1681265158000,17,10,SV
1681265403000,10,17,SV
1681272754000,29L,11R,BR
1681301797000,16,34,CF
1681283526000,29L,32,BR
1681302609000,03,21,FL
1681287235000,29,11,PA
1681290327000,35L,17L,SP
1681290873000,02R,20L,RJ
1681295338000,11L,29R,BR
1681312540000,17,10,SV
1681313143000,15,32,CT
1681302864000,17,10,SV
1681314016000,10,17,SV
1681302989000,32,03,FL
1681297108000,11L,05,BR
1681303008000,10,17,SV
1681303114000,32,05,FL
1681303114000,17,10,SV
1681297807000,15,21,GL
1681303881000,10,17,SV
1681298344000,29,11,PA
1681315429000,11L,07,BR
1681315722000,28L,10R,GR
1681316274000,32,07,FL
1681316568000,33,15,CT
1681304236000,17,10,SV
1681317072000,32,07,FL
1681304267000,32,25,FL
1681305327000,15,16,KP
1681317541000,17,10,SV
1681317658000,29,31,PA
1681317738000,10,17,SV
1681317996000,17,10,SV
1681325611000,03,32,FL
1681325684000,32,03,FL
1681325690000,17R,35L,SP
1681325737000,29,36,CT
1681325832000,15,08,GL
1681326102000,32,17R,FL
1681318659000,10,17,SV
1681326183000,17R,32,SP
1681305502000,10,17,SV
1681319088000,11L,06,BR
1681305562000,17,10,SV
1681327231000,15,08,GL
1681306142000,15,05,GL
1681327537000,17,10,SV
1681327882000,17R,16,SP
1681319941000,35L,23,SP
1681328027000,11,29,PA
1681307078000,10,17,SV
1681328249000,10,17,SV
1681328360000,17,10,SV
1681328666000,15,23,GL
1681329193000,10,17,SV
1681329251000,32,07,FL
1681329330000,17,10,SV
1681329362000,15,23,GL
1681329552000,10,17,SV
1681321438000,32,17,FL
1681307806000,33,15,KP
1681323072000,20L,24,RJ
1681323100000,33,36,CT
1681323580000,33,36,CT
1681329900000,15,23,GL
1681331062000,17,10,SV
1681324180000,17,10,SV
1681307844000,17,10,SV
1681307982000,02R,21,RJ
1681324657000,15,33,CT
1681331347000,33,16,KP
1681331610000,10,17,SV
1681325162000,10,17,SV
1681308027000,10,17,SV
1681308204000,17,10,SV
1681309905000,10,17,SV
1681332563000,17,10,SV
1681332597000,10,17,SV
1681333536000,15,21,GL
1681310057000,35,10,SV
1681334031000,10R,28L,GR
1681339915000,10,17,SV
1681310416000,20L,02R,RJ
1681340734000,17,10,SV
1681341201000,15,33,KP
1681334586000,21,32,FL
1681335201000,32,21,FL
1681341869000,10R,16,GR
1681311421000,32,36,FL
1681341949000,10R,16,GR
1681345019000,03,32,FL
1681345309000,10,17,SV
1681336248000,32,07,FL
1681337960000,32,07,FL
1681338820000,17,10,SV
1681338967000,10,17,SV
1681339761000,17,10,SV
1681345729000,02R,20L,RJ
1681347074000,32,03,FL
1681311427000,10,35,SV
1681347780000,35,10,SV
1681400664000,11L,32,BR
1681348061000,10,35,SV
1681349343000,16,04,CF
1681358164000,35,10,SV
1681359955000,10,35,SV
1681363668000,29,11,PA
1681374327000,11,29,PA
1681376797000,35L,17R,SP
1681377183000,18,15,RF
1681379513000,15,23,GL
1681380810000,29,11,PA
1681381620000,35L,12,SP
1681382870000,15,03,GL
1681382879000,11,29,PA
1681383062000,17,10,SV
1681383147000,10R,17,GR
1681384113000,10,17,SV
1681384540000,35L,16,SP
1681389045000,17,10,SV
1681389321000,10,17,SV
1681390393000,10,30,SV
1681390497000,35L,30,SP
1681390577000,15,18,KP
1681391795000,33,15,KP
1681392280000,14,32,FL
1681392749000,17,10,SV
1681392773000,33,13,CT
1681393209000,28L,10R,GR
1681393490000,10,17,SV
1681385872000,11L,32,BR
1681401069000,10,17,SV
1681385926000,15,10,KP
1681386344000,15,26,GL
1681393796000,33,17,KP
1681386416000,15,26,GL
1681402005000,17,10,SV
1681387158000,17,15,SV
1681388001000,10,17,SV
1681394783000,17,10,SV
1681395332000,10,17,SV
1681388118000,35L,12,SP
1681388209000,33,15,CT
1681402158000,10,17,SV
1681402341000,15,21,GL
1681403403000,17,10,SV
1681397251000,34,16,CF
1681403654000,10,17,SV
1681397617000,17,10,SV
1681397785000,10,17,SV
1681405207000,17,10,SV
1681398104000,17,10,SV
1681398431000,34,23,CF
1681399189000,33,15,KP
1681399531000,20L,02R,RJ
1681414753000,17R,35L,SP
1681415378000,15,33,KP
1681415529000,16,34,CF
1681405311000,10,17,SV
1681405551000,33,36,CT
1681405668000,15,09,GL
1681416818000,17,10,SV
1681405863000,11,30,PA
1681417109000,29R,11L,BR
1681405986000,17,10,SV
1681417677000,11L,29L,BR
1681417898000,29L,11L,BR
1681418338000,10,17,SV
1681406007000,10,17,SV
1681406309000,34,13,CF
1681407913000,33,36,CT
1681419084000,11R,29L,BR
1681419244000,11,15,PA
1681419323000,15,23,GL
1681419429000,15,21,GL
1681419692000,15,18,KP
1681419869000,15,22,KP
1681420502000,10R,28L,GR
1681467331000,17R,35L,SP
1681467658000,02R,21,RJ
1681468168000,15,08,GL
1681468920000,15,08,GL
1681469233000,17,10,SV
1681469255000,33,15,KP
1681470391000,10,17,SV
1681420963000,17,10,SV
1681421453000,10,17,SV
1681471037000,17,10,SV
1681408554000,15,23,GL
1681471143000,10,17,SV
1681421713000,17,10,SV
1681422544000,10,17,SV
1681410235000,17,10,SV
1681425615000,11,15,PA
1681426397000,33,15,KP
1681427165000,17,10,SV
1681427422000,10,17,SV
1681428013000,33,16,KP
1681473101000,17,10,SV
1681473471000,10,17,SV
1681474340000,35L,17R,SP
1681431477000,15,33,KP
